Date,Civil (kWh),temp_C,solarRad_W/m2,Power-1,Rolling3,DayOfWeek,Hour,CyclicHour,WorkDay,LunchTime,Holidays,Classes,Convolution
2019-03-30 11:00:00,152.609,12.7558333333333,214.333333333333,144.98,145.94466666666654,5,11,0.9659258262890683,0.33,1.0,1.0,0.1,7.07299999999999
2019-03-30 12:00:00,165.739,14.735,586.375,152.609,154.44266666666655,5,12,1.0,0.33,1.0,1.0,0.1,19.350375
2019-03-30 13:00:00,143.267,17.1858333333333,903.166666666666,165.739,153.87166666666653,5,13,0.9659258262890684,0.33,0.85,1.0,0.1,25.333824999999983
2019-03-30 14:00:00,140.306,18.98,752.925,143.267,149.77066666666653,5,14,0.866025403784439,0.33,1.0,1.0,0.1,24.846525
2019-03-30 15:00:00,139.954,20.1508333333333,616.175,140.306,141.17566666666656,5,15,0.7071067811865483,0.33,0.85,1.0,0.1,17.28370875
2019-03-30 16:00:00,131.886,20.2666666666666,430.291666666666,139.954,137.38199999999986,5,16,0.5000000000000004,0.33,1.0,1.0,0.1,14.199624999999978
2019-03-30 17:00:00,123.326,18.4475,210.9,131.886,131.72199999999987,5,17,0.2588190451025207,0.33,1.0,1.0,0.1,6.9597000000000016
2019-03-30 18:00:00,110.275,17.3875,52.85225,123.326,121.82899999999988,5,18,2.4492935982947064e-16,0.33,1.0,1.0,0.1,1.7441242500000003
2019-03-30 19:00:00,110.038,16.6358333333333,0.959666666666666,110.275,114.54633333333321,5,19,0.25881904510252024,0.33,1.0,1.0,0.1,0.03166899999999998
2019-03-30 20:00:00,108.615,16.2174999999999,0.461583333333333,110.038,109.64266666666653,5,20,0.5,0.33,1.0,1.0,0.1,0.015232249999999989
2019-03-30 21:00:00,105.069,15.9325,0.57225,108.615,107.9073333333332,5,21,0.7071067811865474,0.33,1.0,1.0,0.1,0.018884250000000005
2019-03-30 22:00:00,102.293,16.0508333333333,0.71525,105.069,105.32566666666652,5,22,0.8660254037844384,0.33,1.0,1.0,0.1,0.023603250000000006
2019-03-30 23:00:00,99.932,15.4433333333333,0.826083333333333,102.293,102.43133333333321,5,23,0.9659258262890681,0.33,1.0,1.0,0.1,0.02726074999999999
2019-03-31 00:00:00,99.918,14.9616666666666,1.04766666666666,99.932,100.71433333333319,6,0,1.0,0.33,1.0,1.0,1.0,0.3457299999999978
2019-03-31 02:00:00,100.015,14.8575,0.837666666666666,99.918,99.95499999999987,6,2,0.8660254037844387,0.33,1.0,1.0,0.1,0.02764299999999998
2019-03-31 03:00:00,100.416,15.0641666666666,0.648333333333333,100.015,100.1163333333332,6,3,0.7071067811865476,0.33,1.0,1.0,0.1,0.02139499999999999
2019-03-31 04:00:00,97.683,14.1708333333333,1.15608333333333,100.416,99.3713333333332,6,4,0.5000000000000003,0.33,1.0,1.0,0.1,0.0381507499999999
2019-03-31 05:00:00,98.026,13.5908333333333,1.02241666666666,97.683,98.7083333333332,6,5,0.2588190451025206,0.33,1.0,1.0,0.1,0.033739749999999784
2019-03-31 06:00:00,98.536,12.6166666666666,14.8630833333333,98.026,98.08166666666654,6,6,1.2246467991473532e-16,0.33,1.0,1.0,0.1,0.49048174999999894
2019-03-31 07:00:00,95.75,12.7458333333333,121.61,98.536,97.4373333333332,6,7,0.25881904510252035,0.33,1.0,1.0,0.1,4.01313
2019-03-31 08:00:00,95.85,14.2891666666666,315.016666666666,95.75,96.71199999999986,6,8,0.4999999999999997,0.33,1.0,1.0,0.1,10.395549999999979
2019-03-31 09:00:00,95.064,14.8624999999999,628.275,95.85,95.55466666666653,6,9,0.7071067811865475,0.33,1.0,1.0,0.1,20.733075
2019-03-31 10:00:00,94.979,16.7158333333333,716.541666666666,95.064,95.29766666666653,6,10,0.8660254037844388,0.33,1.0,1.0,0.1,23.64587499999998
2019-03-31 11:00:00,99.762,17.9208333333333,861.0,94.979,96.60166666666653,6,11,0.9659258262890683,0.33,1.0,1.0,0.1,28.413
2019-03-31 12:00:00,102.124,18.5833333333333,805.0,99.762,98.95499999999986,6,12,1.0,0.33,1.0,1.0,0.1,26.565000000000005
2019-03-31 13:00:00,102.227,20.5591666666666,817.166666666666,102.124,101.37099999999987,6,13,0.9659258262890684,0.33,0.85,1.0,0.1,22.921524999999985
